verse_key,clean_verse,tafsir_ibn_kathir
35:21,ولا الظل ولا الحرور,Tafsir text placeholder for verse 35:21
35:22,وما يستوى الاحياء ولا الاموٰت ۚ ان الله يسمع من يشاء ۖ وما انت بمسمع من فى القبور,Tafsir text placeholder for verse 35:22
35:23,ان انت الا نذير,Tafsir text placeholder for verse 35:23
35:24,انا ارسلنـٰك بالحق بشيرا ونذيرا ۚ وان من امة الا خلا فيها نذير,Tafsir text placeholder for verse 35:24
35:25,وان يكذبوك فقد كذب الذين من قبلهم جاءتهم رسلهم بالبينـٰت وبالزبر وبالكتـٰب المنير,Tafsir text placeholder for verse 35:25
35:26,ثم اخذت الذين كفروا ۖ فكيف كان نكير,Tafsir text placeholder for verse 35:26
35:27,الم تر ان الله انزل من السماء ماء فاخرجنا به ثمرٰت مختلفا الوٰنها ۚ ومن الجبال جدد بيض وحمر مختلف الوٰنها وغرابيب سود,Tafsir text placeholder for verse 35:27
35:28,ومن الناس والدواب والانعـٰم مختلف الوٰنه كذٰلك ۗ انما يخشى الله من عباده العلمـٰؤا۟ ۗ ان الله عزيز غفور,Tafsir text placeholder for verse 35:28
35:29,ان الذين يتلون كتـٰب الله واقاموا الصلوٰة وانفقوا مما رزقنـٰهم سرا وعلانية يرجون تجـٰرة لن تبور,Tafsir text placeholder for verse 35:29
35:30,ليوفيهم اجورهم ويزيدهم من فضله ۚ انه غفور شكور,Tafsir text placeholder for verse 35:30
35:31,والذى اوحينا اليك من الكتـٰب هو الحق مصدقا لما بين يديه ۗ ان الله بعباده لخبير بصير,Tafsir text placeholder for verse 35:31
35:32,ثم اورثنا الكتـٰب الذين اصطفينا من عبادنا ۖ فمنهم ظالم لنفسه ومنهم مقتصد ومنهم سابق بالخيرٰت باذن الله ۚ ذٰلك هو الفضل الكبير,Tafsir text placeholder for verse 35:32
35:33,جنـٰت عدن يدخلونها يحلون فيها من اساور من ذهب ولؤلؤا ۖ ولباسهم فيها حرير,Tafsir text placeholder for verse 35:33
35:34,وقالوا الحمد لله الذى اذهب عنا الحزن ۖ ان ربنا لغفور شكور,Tafsir text placeholder for verse 35:34
35:35,الذى احلنا دار المقامة من فضله لا يمسنا فيها نصب ولا يمسنا فيها لغوب,Tafsir text placeholder for verse 35:35
35:36,والذين كفروا لهم نار جهنم لا يقضىٰ عليهم فيموتوا ولا يخفف عنهم من عذابها ۚ كذٰلك نجزى كل كفور,Tafsir text placeholder for verse 35:36
35:37,وهم يصطرخون فيها ربنا اخرجنا نعمل صـٰلحا غير الذى كنا نعمل ۚ اولم نعمركم ما يتذكر فيه من تذكر وجاءكم النذير ۖ فذوقوا فما للظـٰلمين من نصير,Tafsir text placeholder for verse 35:37
35:38,ان الله عـٰلم غيب السمـٰوٰت والارض ۚ انه عليم بذات الصدور,Tafsir text placeholder for verse 35:38
35:39,هو الذى جعلكم خلـٰئف فى الارض ۚ فمن كفر فعليه كفره ۖ ولا يزيد الكـٰفرين كفرهم عند ربهم الا مقتا ۖ ولا يزيد الكـٰفرين كفرهم الا خسارا,Tafsir text placeholder for verse 35:39
35:40,قل ارءيتم شركاءكم الذين تدعون من دون الله ارونى ماذا خلقوا من الارض ام لهم شرك فى السمـٰوٰت ام ءاتينـٰهم كتـٰبا فهم علىٰ بينت منه ۚ بل ان يعد الظـٰلمون بعضهم بعضا الا غرورا,Tafsir text placeholder for verse 35:40
35:41,ان الله يمسك السمـٰوٰت والارض ان تزولا ۚ ولئن زالتا ان امسكهما من احد من بعده ۚ انه كان حليما غفورا,Tafsir text placeholder for verse 35:41
35:42,واقسموا بالله جهد ايمـٰنهم لئن جاءهم نذير ليكونن اهدىٰ من احدى الامم ۖ فلما جاءهم نذير ما زادهم الا نفورا,Tafsir text placeholder for verse 35:42
35:43,استكبارا فى الارض ومكر السيئ ۚ ولا يحيق المكر السيئ الا باهله ۚ فهل ينظرون الا سنت الاولين ۚ فلن تجد لسنت الله تبديلا ۖ ولن تجد لسنت الله تحويلا,Tafsir text placeholder for verse 35:43
35:44,اولم يسيروا فى الارض فينظروا كيف كان عـٰقبة الذين من قبلهم وكانوا اشد منهم قوة ۚ وما كان الله ليعجزه من شىء فى السمـٰوٰت ولا فى الارض ۚ انه كان عليما قديرا,Tafsir text placeholder for verse 35:44
35:45,ولو يؤاخذ الله الناس بما كسبوا ما ترك علىٰ ظهرها من دابة ولـٰكن يؤخرهم الىٰ اجل مسمى ۖ فاذا جاء اجلهم فان الله كان بعباده بصيرا,Tafsir text placeholder for verse 35:45
36:1,يس,Tafsir text placeholder for verse 36:1
36:2,والقرءان الحكيم,Tafsir text placeholder for verse 36:2
36:3,انك لمن المرسلين,Tafsir text placeholder for verse 36:3
36:4,علىٰ صرٰط مستقيم,Tafsir text placeholder for verse 36:4
36:5,تنزيل العزيز الرحيم,Tafsir text placeholder for verse 36:5
36:6,لتنذر قوما ما انذر ءاباؤهم فهم غـٰفلون,Tafsir text placeholder for verse 36:6
36:7,لقد حق القول علىٰ اكثرهم فهم لا يؤمنون,Tafsir text placeholder for verse 36:7
36:8,انا جعلنا فى اعنـٰقهم اغلـٰلا فهى الى الاذقان فهم مقمحون,Tafsir text placeholder for verse 36:8
36:9,وجعلنا من بين ايديهم سدا ومن خلفهم سدا فاغشينـٰهم فهم لا يبصرون,Tafsir text placeholder for verse 36:9
36:10,وسواء عليهم ءانذرتهم ام لم تنذرهم لا يؤمنون,Tafsir text placeholder for verse 36:10
36:11,انما تنذر من اتبع الذكر وخشى الرحمـٰن بالغيب ۖ فبشره بمغفرة واجر كريم,Tafsir text placeholder for verse 36:11
36:12,انا نحن نحى الموتىٰ ونكتب ما قدموا وءاثـٰرهم ۚ وكل شىء احصينـٰه فى امام مبين,Tafsir text placeholder for verse 36:12
36:13,واضرب لهم مثلا اصحـٰب القرية اذ جاءها المرسلون,Tafsir text placeholder for verse 36:13
36:14,اذ ارسلنا اليهم اثنين فكذبوهما فعززنا بثالث فقالوا انا اليكم مرسلون,Tafsir text placeholder for verse 36:14
36:15,قالوا ما انتم الا بشر مثلنا وما انزل الرحمـٰن من شىء ان انتم الا تكذبون,Tafsir text placeholder for verse 36:15
36:16,قالوا ربنا يعلم انا اليكم لمرسلون,Tafsir text placeholder for verse 36:16
36:17,وما علينا الا البلـٰغ المبين,Tafsir text placeholder for verse 36:17
36:18,قالوا انا تطيرنا بكم ۖ لئن لم تنتهوا لنرجمنكم وليمسنكم منا عذاب اليم,Tafsir text placeholder for verse 36:18
36:19,قالوا طـٰئركم معكم ۚ ائن ذكرتم ۚ بل انتم قوم مسرفون,Tafsir text placeholder for verse 36:19
36:20,وجاء من اقصا المدينة رجل يسعىٰ قال يـٰقوم اتبعوا المرسلين,Tafsir text placeholder for verse 36:20
36:21,اتبعوا من لا يسـٔلكم اجرا وهم مهتدون,Tafsir text placeholder for verse 36:21
36:22,وما لى لا اعبد الذى فطرنى واليه ترجعون,Tafsir text placeholder for verse 36:22
36:23,ءاتخذ من دونه ءالهة ان يردن الرحمـٰن بضر لا تغن عنى شفـٰعتهم شيـٔا ولا ينقذون,Tafsir text placeholder for verse 36:23
36:24,انى اذا لفى ضلـٰل مبين,Tafsir text placeholder for verse 36:24
36:25,انى ءامنت بربكم فاسمعون,Tafsir text placeholder for verse 36:25
36:26,قيل ادخل الجنة ۖ قال يـٰليت قومى يعلمون,Tafsir text placeholder for verse 36:26
36:27,بما غفر لى ربى وجعلنى من المكرمين,Tafsir text placeholder for verse 36:27
36:28,وما انزلنا علىٰ قومه من بعده من جند من السماء وما كنا منزلين,Tafsir text placeholder for verse 36:28
36:29,ان كانت الا صيحة وٰحدة فاذا هم خـٰمدون,Tafsir text placeholder for verse 36:29
36:30,يـٰحسرة على العباد ۚ ما ياتيهم من رسول الا كانوا به يستهزءون,Tafsir text placeholder for verse 36:30
36:31,الم يروا كم اهلكنا قبلهم من القرون انهم اليهم لا يرجعون,Tafsir text placeholder for verse 36:31
36:32,وان كل لما جميع لدينا محضرون,Tafsir text placeholder for verse 36:32
36:33,وءاية لهم الارض الميتة احيينـٰها واخرجنا منها حبا فمنه ياكلون,Tafsir text placeholder for verse 36:33
36:34,وجعلنا فيها جنـٰت من نخيل واعنـٰب وفجرنا فيها من العيون,Tafsir text placeholder for verse 36:34
36:35,لياكلوا من ثمره وما عملته ايديهم ۖ افلا يشكرون,Tafsir text placeholder for verse 36:35
36:36,سبحـٰن الذى خلق الازوٰج كلها مما تنبت الارض ومن انفسهم ومما لا يعلمون,Tafsir text placeholder for verse 36:36
36:37,وءاية لهم اليل نسلخ منه النهار فاذا هم مظلمون,Tafsir text placeholder for verse 36:37
36:38,والشمس تجرى لمستقر لها ۚ ذٰلك تقدير العزيز العليم,Tafsir text placeholder for verse 36:38
36:39,والقمر قدرنـٰه منازل حتىٰ عاد كالعرجون القديم,Tafsir text placeholder for verse 36:39
36:40,لا الشمس ينبغى لها ان تدرك القمر ولا اليل سابق النهار ۚ وكل فى فلك يسبحون,Tafsir text placeholder for verse 36:40
36:41,وءاية لهم انا حملنا ذريتهم فى الفلك المشحون,Tafsir text placeholder for verse 36:41
36:42,وخلقنا لهم من مثله ما يركبون,Tafsir text placeholder for verse 36:42
36:43,وان نشا نغرقهم فلا صريخ لهم ولا هم ينقذون,Tafsir text placeholder for verse 36:43
36:44,الا رحمة منا ومتـٰعا الىٰ حين,Tafsir text placeholder for verse 36:44
36:45,واذا قيل لهم اتقوا ما بين ايديكم وما خلفكم لعلكم ترحمون,Tafsir text placeholder for verse 36:45
36:46,وما تاتيهم من ءاية من ءايـٰت ربهم الا كانوا عنها معرضين,Tafsir text placeholder for verse 36:46
36:47,واذا قيل لهم انفقوا مما رزقكم الله قال الذين كفروا للذين ءامنوا انطعم من لو يشاء الله اطعمه ان انتم الا فى ضلـٰل مبين,Tafsir text placeholder for verse 36:47
36:48,ويقولون متىٰ هـٰذا الوعد ان كنتم صـٰدقين,Tafsir text placeholder for verse 36:48
36:49,ما ينظرون الا صيحة وٰحدة تاخذهم وهم يخصمون,Tafsir text placeholder for verse 36:49
36:50,فلا يستطيعون توصية ولا الىٰ اهلهم يرجعون,Tafsir text placeholder for verse 36:50
36:51,ونفخ فى الصور فاذا هم من الاجداث الىٰ ربهم ينسلون,Tafsir text placeholder for verse 36:51
36:52,قالوا يـٰويلنا من بعثنا من مرقدنا ۜ ۗ هـٰذا ما وعد الرحمـٰن وصدق المرسلون,Tafsir text placeholder for verse 36:52
36:53,ان كانت الا صيحة وٰحدة فاذا هم جميع لدينا محضرون,Tafsir text placeholder for verse 36:53
36:54,فاليوم لا تظلم نفس شيـٔا ولا تجزون الا ما كنتم تعملون,Tafsir text placeholder for verse 36:54
36:55,ان اصحـٰب الجنة اليوم فى شغل فـٰكهون,Tafsir text placeholder for verse 36:55
36:56,هم وازوٰجهم فى ظلـٰل على الارائك متكـٔون,Tafsir text placeholder for verse 36:56
36:57,لهم فيها فـٰكهة ولهم ما يدعون,Tafsir text placeholder for verse 36:57
36:58,سلـٰم قولا من رب رحيم,Tafsir text placeholder for verse 36:58
36:59,وامتـٰزوا اليوم ايها المجرمون,Tafsir text placeholder for verse 36:59
36:60,الم اعهد اليكم يـٰبنى ءادم ان لا تعبدوا الشيطـٰن ۖ انه لكم عدو مبين,Tafsir text placeholder for verse 36:60
36:61,وان اعبدونى ۚ هـٰذا صرٰط مستقيم,Tafsir text placeholder for verse 36:61
36:62,ولقد اضل منكم جبلا كثيرا ۖ افلم تكونوا تعقلون,Tafsir text placeholder for verse 36:62
36:63,هـٰذه جهنم التى كنتم توعدون,Tafsir text placeholder for verse 36:63
36:64,اصلوها اليوم بما كنتم تكفرون,Tafsir text placeholder for verse 36:64
36:65,اليوم نختم علىٰ افوٰههم وتكلمنا ايديهم وتشهد ارجلهم بما كانوا يكسبون,Tafsir text placeholder for verse 36:65
36:66,ولو نشاء لطمسنا علىٰ اعينهم فاستبقوا الصرٰط فانىٰ يبصرون,Tafsir text placeholder for verse 36:66
36:67,ولو نشاء لمسخنـٰهم علىٰ مكانتهم فما استطـٰعوا مضيا ولا يرجعون,Tafsir text placeholder for verse 36:67
36:68,ومن نعمره ننكسه فى الخلق ۖ افلا يعقلون,Tafsir text placeholder for verse 36:68
36:69,وما علمنـٰه الشعر وما ينبغى له ۚ ان هو الا ذكر وقرءان مبين,Tafsir text placeholder for verse 36:69
36:70,لينذر من كان حيا ويحق القول على الكـٰفرين,Tafsir text placeholder for verse 36:70
36:71,اولم يروا انا خلقنا لهم مما عملت ايدينا انعـٰما فهم لها مـٰلكون,Tafsir text placeholder for verse 36:71
36:72,وذللنـٰها لهم فمنها ركوبهم ومنها ياكلون,Tafsir text placeholder for verse 36:72
36:73,ولهم فيها منـٰفع ومشارب ۖ افلا يشكرون,Tafsir text placeholder for verse 36:73
36:74,واتخذوا من دون الله ءالهة لعلهم ينصرون,Tafsir text placeholder for verse 36:74
36:75,لا يستطيعون نصرهم وهم لهم جند محضرون,Tafsir text placeholder for verse 36:75
36:76,فلا يحزنك قولهم ۘ انا نعلم ما يسرون وما يعلنون,Tafsir text placeholder for verse 36:76
36:77,اولم ير الانسـٰن انا خلقنـٰه من نطفة فاذا هو خصيم مبين,Tafsir text placeholder for verse 36:77
36:78,وضرب لنا مثلا ونسى خلقه ۖ قال من يحى العظـٰم وهى رميم,Tafsir text placeholder for verse 36:78
36:79,قل يحييها الذى انشاها اول مرة ۖ وهو بكل خلق عليم,Tafsir text placeholder for verse 36:79
36:80,الذى جعل لكم من الشجر الاخضر نارا فاذا انتم منه توقدون,Tafsir text placeholder for verse 36:80
36:81,اوليس الذى خلق السمـٰوٰت والارض بقـٰدر علىٰ ان يخلق مثلهم ۚ بلىٰ وهو الخلـٰق العليم,Tafsir text placeholder for verse 36:81
36:82,انما امره اذا اراد شيـٔا ان يقول له كن فيكون,Tafsir text placeholder for verse 36:82
36:83,فسبحـٰن الذى بيده ملكوت كل شىء واليه ترجعون,Tafsir text placeholder for verse 36:83
37:1,والصـٰفـٰت صفا,Tafsir text placeholder for verse 37:1
37:2,فالزٰجرٰت زجرا,Tafsir text placeholder for verse 37:2
37:3,فالتـٰليـٰت ذكرا,Tafsir text placeholder for verse 37:3
37:4,ان الـٰهكم لوٰحد,Tafsir text placeholder for verse 37:4
37:5,رب السمـٰوٰت والارض وما بينهما ورب المشـٰرق,Tafsir text placeholder for verse 37:5
37:6,انا زينا السماء الدنيا بزينة الكواكب,Tafsir text placeholder for verse 37:6
37:7,وحفظا من كل شيطـٰن مارد,Tafsir text placeholder for verse 37:7
37:8,لا يسمعون الى الملا الاعلىٰ ويقذفون من كل جانب,Tafsir text placeholder for verse 37:8
37:9,دحورا ۖ ولهم عذاب واصب,Tafsir text placeholder for verse 37:9
37:10,الا من خطف الخطفة فاتبعه شهاب ثاقب,Tafsir text placeholder for verse 37:10
37:11,فاستفتهم اهم اشد خلقا ام من خلقنا ۚ انا خلقنـٰهم من طين لازب,Tafsir text placeholder for verse 37:11
37:12,بل عجبت ويسخرون,Tafsir text placeholder for verse 37:12
37:13,واذا ذكروا لا يذكرون,Tafsir text placeholder for verse 37:13
37:14,واذا راوا ءاية يستسخرون,Tafsir text placeholder for verse 37:14
37:15,وقالوا ان هـٰذا الا سحر مبين,Tafsir text placeholder for verse 37:15
37:16,اءذا متنا وكنا ترابا وعظـٰما اءنا لمبعوثون,Tafsir text placeholder for verse 37:16
37:17,اوءاباؤنا الاولون,Tafsir text placeholder for verse 37:17
37:18,قل نعم وانتم دٰخرون,Tafsir text placeholder for verse 37:18
37:19,فانما هى زجرة وٰحدة فاذا هم ينظرون,Tafsir text placeholder for verse 37:19
37:20,وقالوا يـٰويلنا هـٰذا يوم الدين,Tafsir text placeholder for verse 37:20
37:21,هـٰذا يوم الفصل الذى كنتم به تكذبون,Tafsir text placeholder for verse 37:21
37:22,احشروا الذين ظلموا وازوٰجهم وما كانوا يعبدون,Tafsir text placeholder for verse 37:22
37:23,من دون الله فاهدوهم الىٰ صرٰط الجحيم,Tafsir text placeholder for verse 37:23
37:24,وقفوهم ۖ انهم مسـٔولون,Tafsir text placeholder for verse 37:24
37:25,ما لكم لا تناصرون,Tafsir text placeholder for verse 37:25
37:26,بل هم اليوم مستسلمون,Tafsir text placeholder for verse 37:26
37:27,واقبل بعضهم علىٰ بعض يتساءلون,Tafsir text placeholder for verse 37:27
37:28,قالوا انكم كنتم تاتوننا عن اليمين,Tafsir text placeholder for verse 37:28
37:29,قالوا بل لم تكونوا مؤمنين,Tafsir text placeholder for verse 37:29
37:30,وما كان لنا عليكم من سلطـٰن ۖ بل كنتم قوما طـٰغين,Tafsir text placeholder for verse 37:30
37:31,فحق علينا قول ربنا ۖ انا لذائقون,Tafsir text placeholder for verse 37:31
37:32,فاغوينـٰكم انا كنا غـٰوين,Tafsir text placeholder for verse 37:32
37:33,فانهم يومئذ فى العذاب مشتركون,Tafsir text placeholder for verse 37:33
37:34,انا كذٰلك نفعل بالمجرمين,Tafsir text placeholder for verse 37:34
37:35,انهم كانوا اذا قيل لهم لا الـٰه الا الله يستكبرون,Tafsir text placeholder for verse 37:35
37:36,ويقولون ائنا لتاركوا ءالهتنا لشاعر مجنون,Tafsir text placeholder for verse 37:36
37:37,بل جاء بالحق وصدق المرسلين,Tafsir text placeholder for verse 37:37
37:38,انكم لذائقوا العذاب الاليم,Tafsir text placeholder for verse 37:38
37:39,وما تجزون الا ما كنتم تعملون,Tafsir text placeholder for verse 37:39
37:40,الا عباد الله المخلصين,Tafsir text placeholder for verse 37:40
37:41,اولـٰئك لهم رزق معلوم,Tafsir text placeholder for verse 37:41
37:42,فوٰكه ۖ وهم مكرمون,Tafsir text placeholder for verse 37:42
37:43,فى جنـٰت النعيم,Tafsir text placeholder for verse 37:43
37:44,علىٰ سرر متقـٰبلين,Tafsir text placeholder for verse 37:44
37:45,يطاف عليهم بكاس من معين,Tafsir text placeholder for verse 37:45
37:46,بيضاء لذة للشـٰربين,Tafsir text placeholder for verse 37:46
37:47,لا فيها غول ولا هم عنها ينزفون,Tafsir text placeholder for verse 37:47
37:48,وعندهم قـٰصرٰت الطرف عين,Tafsir text placeholder for verse 37:48
37:49,كانهن بيض مكنون,Tafsir text placeholder for verse 37:49
37:50,فاقبل بعضهم علىٰ بعض يتساءلون,Tafsir text placeholder for verse 37:50
37:51,قال قائل منهم انى كان لى قرين,Tafsir text placeholder for verse 37:51
37:52,يقول اءنك لمن المصدقين,Tafsir text placeholder for verse 37:52
37:53,اءذا متنا وكنا ترابا وعظـٰما اءنا لمدينون,Tafsir text placeholder for verse 37:53
37:54,قال هل انتم مطلعون,Tafsir text placeholder for verse 37:54
37:55,فاطلع فرءاه فى سواء الجحيم,Tafsir text placeholder for verse 37:55
37:56,قال تالله ان كدت لتردين,Tafsir text placeholder for verse 37:56
37:57,ولولا نعمة ربى لكنت من المحضرين,Tafsir text placeholder for verse 37:57
37:58,افما نحن بميتين,Tafsir text placeholder for verse 37:58
37:59,الا موتتنا الاولىٰ وما نحن بمعذبين,Tafsir text placeholder for verse 37:59
37:60,ان هـٰذا لهو الفوز العظيم,Tafsir text placeholder for verse 37:60
37:61,لمثل هـٰذا فليعمل العـٰملون,Tafsir text placeholder for verse 37:61
37:62,اذٰلك خير نزلا ام شجرة الزقوم,Tafsir text placeholder for verse 37:62
37:63,انا جعلنـٰها فتنة للظـٰلمين,Tafsir text placeholder for verse 37:63
37:64,انها شجرة تخرج فى اصل الجحيم,Tafsir text placeholder for verse 37:64
37:65,طلعها كانه رءوس الشيـٰطين,Tafsir text placeholder for verse 37:65
37:66,فانهم لـٔاكلون منها فمالـٔون منها البطون,Tafsir text placeholder for verse 37:66
37:67,ثم ان لهم عليها لشوبا من حميم,Tafsir text placeholder for verse 37:67
37:68,ثم ان مرجعهم لالى الجحيم,Tafsir text placeholder for verse 37:68
37:69,انهم الفوا ءاباءهم ضالين,Tafsir text placeholder for verse 37:69
37:70,فهم علىٰ ءاثـٰرهم يهرعون,Tafsir text placeholder for verse 37:70
37:71,ولقد ضل قبلهم اكثر الاولين,Tafsir text placeholder for verse 37:71
37:72,ولقد ارسلنا فيهم منذرين,Tafsir text placeholder for verse 37:72
37:73,فانظر كيف كان عـٰقبة المنذرين,Tafsir text placeholder for verse 37:73
37:74,الا عباد الله المخلصين,Tafsir text placeholder for verse 37:74
37:75,ولقد نادىٰنا نوح فلنعم المجيبون,Tafsir text placeholder for verse 37:75
37:76,ونجينـٰه واهله من الكرب العظيم,Tafsir text placeholder for verse 37:76
37:77,وجعلنا ذريته هم الباقين,Tafsir text placeholder for verse 37:77
37:78,وتركنا عليه فى الـٔاخرين,Tafsir text placeholder for verse 37:78
37:79,سلـٰم علىٰ نوح فى العـٰلمين,Tafsir text placeholder for verse 37:79
37:80,انا كذٰلك نجزى المحسنين,Tafsir text placeholder for verse 37:80
37:81,انه من عبادنا المؤمنين,Tafsir text placeholder for verse 37:81
37:82,ثم اغرقنا الـٔاخرين,Tafsir text placeholder for verse 37:82
37:83,وان من شيعته لابرٰهيم,Tafsir text placeholder for verse 37:83
37:84,اذ جاء ربه بقلب سليم,Tafsir text placeholder for verse 37:84
37:85,اذ قال لابيه وقومه ماذا تعبدون,Tafsir text placeholder for verse 37:85
37:86,ائفكا ءالهة دون الله تريدون,Tafsir text placeholder for verse 37:86
37:87,فما ظنكم برب العـٰلمين,Tafsir text placeholder for verse 37:87
37:88,فنظر نظرة فى النجوم,Tafsir text placeholder for verse 37:88
37:89,فقال انى سقيم,Tafsir text placeholder for verse 37:89
37:90,فتولوا عنه مدبرين,Tafsir text placeholder for verse 37:90
37:91,فراغ الىٰ ءالهتهم فقال الا تاكلون,Tafsir text placeholder for verse 37:91
37:92,ما لكم لا تنطقون,Tafsir text placeholder for verse 37:92
37:93,فراغ عليهم ضربا باليمين,Tafsir text placeholder for verse 37:93
37:94,فاقبلوا اليه يزفون,Tafsir text placeholder for verse 37:94
37:95,قال اتعبدون ما تنحتون,Tafsir text placeholder for verse 37:95
37:96,والله خلقكم وما تعملون,Tafsir text placeholder for verse 37:96
37:97,قالوا ابنوا له بنيـٰنا فالقوه فى الجحيم,Tafsir text placeholder for verse 37:97
37:98,فارادوا به كيدا فجعلنـٰهم الاسفلين,Tafsir text placeholder for verse 37:98
37:99,وقال انى ذاهب الىٰ ربى سيهدين,Tafsir text placeholder for verse 37:99
37:100,رب هب لى من الصـٰلحين,Tafsir text placeholder for verse 37:100
37:101,فبشرنـٰه بغلـٰم حليم,Tafsir text placeholder for verse 37:101
37:102,فلما بلغ معه السعى قال يـٰبنى انى ارىٰ فى المنام انى اذبحك فانظر ماذا ترىٰ ۚ قال يـٰابت افعل ما تؤمر ۖ ستجدنى ان شاء الله من الصـٰبرين,Tafsir text placeholder for verse 37:102
37:103,فلما اسلما وتله للجبين,Tafsir text placeholder for verse 37:103
37:104,ونـٰدينـٰه ان يـٰابرٰهيم,Tafsir text placeholder for verse 37:104
37:105,قد صدقت الرءيا ۚ انا كذٰلك نجزى المحسنين,Tafsir text placeholder for verse 37:105
37:106,ان هـٰذا لهو البلـٰؤا۟ المبين,Tafsir text placeholder for verse 37:106
37:107,وفدينـٰه بذبح عظيم,Tafsir text placeholder for verse 37:107
37:108,وتركنا عليه فى الـٔاخرين,Tafsir text placeholder for verse 37:108
37:109,سلـٰم علىٰ ابرٰهيم,Tafsir text placeholder for verse 37:109
37:110,كذٰلك نجزى المحسنين,Tafsir text placeholder for verse 37:110
37:111,انه من عبادنا المؤمنين,Tafsir text placeholder for verse 37:111
37:112,وبشرنـٰه باسحـٰق نبيا من الصـٰلحين,Tafsir text placeholder for verse 37:112
37:113,وبـٰركنا عليه وعلىٰ اسحـٰق ۚ ومن ذريتهما محسن وظالم لنفسه مبين,Tafsir text placeholder for verse 37:113
37:114,ولقد مننا علىٰ موسىٰ وهـٰرون,Tafsir text placeholder for verse 37:114
37:115,ونجينـٰهما وقومهما من الكرب العظيم,Tafsir text placeholder for verse 37:115
37:116,ونصرنـٰهم فكانوا هم الغـٰلبين,Tafsir text placeholder for verse 37:116
37:117,وءاتينـٰهما الكتـٰب المستبين,Tafsir text placeholder for verse 37:117
37:118,وهدينـٰهما الصرٰط المستقيم,Tafsir text placeholder for verse 37:118
37:119,وتركنا عليهما فى الـٔاخرين,Tafsir text placeholder for verse 37:119
37:120,سلـٰم علىٰ موسىٰ وهـٰرون,Tafsir text placeholder for verse 37:120
37:121,انا كذٰلك نجزى المحسنين,Tafsir text placeholder for verse 37:121
37:122,انهما من عبادنا المؤمنين,Tafsir text placeholder for verse 37:122
37:123,وان الياس لمن المرسلين,Tafsir text placeholder for verse 37:123
37:124,اذ قال لقومه الا تتقون,Tafsir text placeholder for verse 37:124
37:125,اتدعون بعلا وتذرون احسن الخـٰلقين,Tafsir text placeholder for verse 37:125
37:126,الله ربكم ورب ءابائكم الاولين,Tafsir text placeholder for verse 37:126
37:127,فكذبوه فانهم لمحضرون,Tafsir text placeholder for verse 37:127
37:128,الا عباد الله المخلصين,Tafsir text placeholder for verse 37:128
37:129,وتركنا عليه فى الـٔاخرين,Tafsir text placeholder for verse 37:129
37:130,سلـٰم علىٰ ال ياسين,Tafsir text placeholder for verse 37:130
37:131,انا كذٰلك نجزى المحسنين,Tafsir text placeholder for verse 37:131
37:132,انه من عبادنا المؤمنين,Tafsir text placeholder for verse 37:132
37:133,وان لوطا لمن المرسلين,Tafsir text placeholder for verse 37:133
37:134,اذ نجينـٰه واهله اجمعين,Tafsir text placeholder for verse 37:134
37:135,الا عجوزا فى الغـٰبرين,Tafsir text placeholder for verse 37:135
37:136,ثم دمرنا الـٔاخرين,Tafsir text placeholder for verse 37:136
37:137,وانكم لتمرون عليهم مصبحين,Tafsir text placeholder for verse 37:137
37:138,وباليل ۗ افلا تعقلون,Tafsir text placeholder for verse 37:138
37:139,وان يونس لمن المرسلين,Tafsir text placeholder for verse 37:139
37:140,اذ ابق الى الفلك المشحون,Tafsir text placeholder for verse 37:140
37:141,فساهم فكان من المدحضين,Tafsir text placeholder for verse 37:141
37:142,فالتقمه الحوت وهو مليم,Tafsir text placeholder for verse 37:142
37:143,فلولا انه كان من المسبحين,Tafsir text placeholder for verse 37:143
37:144,للبث فى بطنه الىٰ يوم يبعثون,Tafsir text placeholder for verse 37:144
37:145,فنبذنـٰه بالعراء وهو سقيم,Tafsir text placeholder for verse 37:145
37:146,وانبتنا عليه شجرة من يقطين,Tafsir text placeholder for verse 37:146
37:147,وارسلنـٰه الىٰ ما۟ئة الف او يزيدون,Tafsir text placeholder for verse 37:147
37:148,فـٔامنوا فمتعنـٰهم الىٰ حين,Tafsir text placeholder for verse 37:148
37:149,فاستفتهم الربك البنات ولهم البنون,Tafsir text placeholder for verse 37:149
37:150,ام خلقنا الملـٰئكة انـٰثا وهم شـٰهدون,Tafsir text placeholder for verse 37:150
37:151,الا انهم من افكهم ليقولون,Tafsir text placeholder for verse 37:151
37:152,ولد الله وانهم لكـٰذبون,Tafsir text placeholder for verse 37:152
37:153,اصطفى البنات على البنين,Tafsir text placeholder for verse 37:153
37:154,ما لكم كيف تحكمون,Tafsir text placeholder for verse 37:154
37:155,افلا تذكرون,Tafsir text placeholder for verse 37:155
37:156,ام لكم سلطـٰن مبين,Tafsir text placeholder for verse 37:156
37:157,فاتوا بكتـٰبكم ان كنتم صـٰدقين,Tafsir text placeholder for verse 37:157
37:158,وجعلوا بينه وبين الجنة نسبا ۚ ولقد علمت الجنة انهم لمحضرون,Tafsir text placeholder for verse 37:158
37:159,سبحـٰن الله عما يصفون,Tafsir text placeholder for verse 37:159
37:160,الا عباد الله المخلصين,Tafsir text placeholder for verse 37:160
37:161,فانكم وما تعبدون,Tafsir text placeholder for verse 37:161
