verse_key,text_original,clean_verse
42:13,شَرَعَ لَكُم مِنَ الدّينِ ما وَصّىٰ بِهِ نوحًا وَالَّذى أَوحَينا إِلَيكَ وَما وَصَّينا بِهِ إِبرٰهيمَ وَموسىٰ وَعيسىٰ ۖ أَن أَقيمُوا الدّينَ وَلا تَتَفَرَّقوا فيهِ ۚ كَبُرَ عَلَى المُشرِكينَ ما تَدعوهُم إِلَيهِ ۚ اللَّهُ يَجتَبى إِلَيهِ مَن يَشاءُ وَيَهدى إِلَيهِ مَن يُنيبُ,شرع لكم من الدين ما وصىٰ به نوحا والذى اوحينا اليك وما وصينا به ابرٰهيم وموسىٰ وعيسىٰ ۖ ان اقيموا الدين ولا تتفرقوا فيه ۚ كبر على المشركين ما تدعوهم اليه ۚ الله يجتبى اليه من يشاء ويهدى اليه من ينيب
42:14,وَما تَفَرَّقوا إِلّا مِن بَعدِ ما جاءَهُمُ العِلمُ بَغيًا بَينَهُم ۚ وَلَولا كَلِمَةٌ سَبَقَت مِن رَبِّكَ إِلىٰ أَجَلٍ مُسَمًّى لَقُضِىَ بَينَهُم ۚ وَإِنَّ الَّذينَ أورِثُوا الكِتـٰبَ مِن بَعدِهِم لَفى شَكٍّ مِنهُ مُريبٍ,وما تفرقوا الا من بعد ما جاءهم العلم بغيا بينهم ۚ ولولا كلمة سبقت من ربك الىٰ اجل مسمى لقضى بينهم ۚ وان الذين اورثوا الكتـٰب من بعدهم لفى شك منه مريب
42:15,فَلِذٰلِكَ فَادعُ ۖ وَاستَقِم كَما أُمِرتَ ۖ وَلا تَتَّبِع أَهواءَهُم ۖ وَقُل ءامَنتُ بِما أَنزَلَ اللَّهُ مِن كِتـٰبٍ ۖ وَأُمِرتُ لِأَعدِلَ بَينَكُمُ ۖ اللَّهُ رَبُّنا وَرَبُّكُم ۖ لَنا أَعمـٰلُنا وَلَكُم أَعمـٰلُكُم ۖ لا حُجَّةَ بَينَنا وَبَينَكُمُ ۖ اللَّهُ يَجمَعُ بَينَنا ۖ وَإِلَيهِ المَصيرُ,فلذٰلك فادع ۖ واستقم كما امرت ۖ ولا تتبع اهواءهم ۖ وقل ءامنت بما انزل الله من كتـٰب ۖ وامرت لاعدل بينكم ۖ الله ربنا وربكم ۖ لنا اعمـٰلنا ولكم اعمـٰلكم ۖ لا حجة بيننا وبينكم ۖ الله يجمع بيننا ۖ واليه المصير
42:16,وَالَّذينَ يُحاجّونَ فِى اللَّهِ مِن بَعدِ مَا استُجيبَ لَهُ حُجَّتُهُم داحِضَةٌ عِندَ رَبِّهِم وَعَلَيهِم غَضَبٌ وَلَهُم عَذابٌ شَديدٌ,والذين يحاجون فى الله من بعد ما استجيب له حجتهم داحضة عند ربهم وعليهم غضب ولهم عذاب شديد
42:17,اللَّهُ الَّذى أَنزَلَ الكِتـٰبَ بِالحَقِّ وَالميزانَ ۗ وَما يُدريكَ لَعَلَّ السّاعَةَ قَريبٌ,الله الذى انزل الكتـٰب بالحق والميزان ۗ وما يدريك لعل الساعة قريب
42:18,يَستَعجِلُ بِهَا الَّذينَ لا يُؤمِنونَ بِها ۖ وَالَّذينَ ءامَنوا مُشفِقونَ مِنها وَيَعلَمونَ أَنَّهَا الحَقُّ ۗ أَلا إِنَّ الَّذينَ يُمارونَ فِى السّاعَةِ لَفى ضَلـٰلٍ بَعيدٍ,يستعجل بها الذين لا يؤمنون بها ۖ والذين ءامنوا مشفقون منها ويعلمون انها الحق ۗ الا ان الذين يمارون فى الساعة لفى ضلـٰل بعيد
42:19,اللَّهُ لَطيفٌ بِعِبادِهِ يَرزُقُ مَن يَشاءُ ۖ وَهُوَ القَوِىُّ العَزيزُ,الله لطيف بعباده يرزق من يشاء ۖ وهو القوى العزيز
42:20,مَن كانَ يُريدُ حَرثَ الـٔاخِرَةِ نَزِد لَهُ فى حَرثِهِ ۖ وَمَن كانَ يُريدُ حَرثَ الدُّنيا نُؤتِهِ مِنها وَما لَهُ فِى الـٔاخِرَةِ مِن نَصيبٍ,من كان يريد حرث الـٔاخرة نزد له فى حرثه ۖ ومن كان يريد حرث الدنيا نؤته منها وما له فى الـٔاخرة من نصيب
42:21,أَم لَهُم شُرَكـٰؤُا۟ شَرَعوا لَهُم مِنَ الدّينِ ما لَم يَأذَن بِهِ اللَّهُ ۚ وَلَولا كَلِمَةُ الفَصلِ لَقُضِىَ بَينَهُم ۗ وَإِنَّ الظّـٰلِمينَ لَهُم عَذابٌ أَليمٌ,ام لهم شركـٰؤا۟ شرعوا لهم من الدين ما لم ياذن به الله ۚ ولولا كلمة الفصل لقضى بينهم ۗ وان الظـٰلمين لهم عذاب اليم
42:22,تَرَى الظّـٰلِمينَ مُشفِقينَ مِمّا كَسَبوا وَهُوَ واقِعٌ بِهِم ۗ وَالَّذينَ ءامَنوا وَعَمِلُوا الصّـٰلِحـٰتِ فى رَوضاتِ الجَنّاتِ ۖ لَهُم ما يَشاءونَ عِندَ رَبِّهِم ۚ ذٰلِكَ هُوَ الفَضلُ الكَبيرُ,ترى الظـٰلمين مشفقين مما كسبوا وهو واقع بهم ۗ والذين ءامنوا وعملوا الصـٰلحـٰت فى روضات الجنات ۖ لهم ما يشاءون عند ربهم ۚ ذٰلك هو الفضل الكبير
42:23,ذٰلِكَ الَّذى يُبَشِّرُ اللَّهُ عِبادَهُ الَّذينَ ءامَنوا وَعَمِلُوا الصّـٰلِحـٰتِ ۗ قُل لا أَسـَٔلُكُم عَلَيهِ أَجرًا إِلَّا المَوَدَّةَ فِى القُربىٰ ۗ وَمَن يَقتَرِف حَسَنَةً نَزِد لَهُ فيها حُسنًا ۚ إِنَّ اللَّهَ غَفورٌ شَكورٌ,ذٰلك الذى يبشر الله عباده الذين ءامنوا وعملوا الصـٰلحـٰت ۗ قل لا اسـٔلكم عليه اجرا الا المودة فى القربىٰ ۗ ومن يقترف حسنة نزد له فيها حسنا ۚ ان الله غفور شكور
42:24,أَم يَقولونَ افتَرىٰ عَلَى اللَّهِ كَذِبًا ۖ فَإِن يَشَإِ اللَّهُ يَختِم عَلىٰ قَلبِكَ ۗ وَيَمحُ اللَّهُ البـٰطِلَ وَيُحِقُّ الحَقَّ بِكَلِمـٰتِهِ ۚ إِنَّهُ عَليمٌ بِذاتِ الصُّدورِ,ام يقولون افترىٰ على الله كذبا ۖ فان يشا الله يختم علىٰ قلبك ۗ ويمح الله البـٰطل ويحق الحق بكلمـٰته ۚ انه عليم بذات الصدور
42:25,وَهُوَ الَّذى يَقبَلُ التَّوبَةَ عَن عِبادِهِ وَيَعفوا عَنِ السَّيِّـٔاتِ وَيَعلَمُ ما تَفعَلونَ,وهو الذى يقبل التوبة عن عباده ويعفوا عن السيـٔات ويعلم ما تفعلون
42:26,وَيَستَجيبُ الَّذينَ ءامَنوا وَعَمِلُوا الصّـٰلِحـٰتِ وَيَزيدُهُم مِن فَضلِهِ ۚ وَالكـٰفِرونَ لَهُم عَذابٌ شَديدٌ,ويستجيب الذين ءامنوا وعملوا الصـٰلحـٰت ويزيدهم من فضله ۚ والكـٰفرون لهم عذاب شديد
42:27,وَلَو بَسَطَ اللَّهُ الرِّزقَ لِعِبادِهِ لَبَغَوا فِى الأَرضِ وَلـٰكِن يُنَزِّلُ بِقَدَرٍ ما يَشاءُ ۚ إِنَّهُ بِعِبادِهِ خَبيرٌ بَصيرٌ,ولو بسط الله الرزق لعباده لبغوا فى الارض ولـٰكن ينزل بقدر ما يشاء ۚ انه بعباده خبير بصير
42:28,وَهُوَ الَّذى يُنَزِّلُ الغَيثَ مِن بَعدِ ما قَنَطوا وَيَنشُرُ رَحمَتَهُ ۚ وَهُوَ الوَلِىُّ الحَميدُ,وهو الذى ينزل الغيث من بعد ما قنطوا وينشر رحمته ۚ وهو الولى الحميد
42:29,وَمِن ءايـٰتِهِ خَلقُ السَّمـٰوٰتِ وَالأَرضِ وَما بَثَّ فيهِما مِن دابَّةٍ ۚ وَهُوَ عَلىٰ جَمعِهِم إِذا يَشاءُ قَديرٌ,ومن ءايـٰته خلق السمـٰوٰت والارض وما بث فيهما من دابة ۚ وهو علىٰ جمعهم اذا يشاء قدير
42:30,وَما أَصـٰبَكُم مِن مُصيبَةٍ فَبِما كَسَبَت أَيديكُم وَيَعفوا عَن كَثيرٍ,وما اصـٰبكم من مصيبة فبما كسبت ايديكم ويعفوا عن كثير
42:31,وَما أَنتُم بِمُعجِزينَ فِى الأَرضِ ۖ وَما لَكُم مِن دونِ اللَّهِ مِن وَلِىٍّ وَلا نَصيرٍ,وما انتم بمعجزين فى الارض ۖ وما لكم من دون الله من ولى ولا نصير
42:32,وَمِن ءايـٰتِهِ الجَوارِ فِى البَحرِ كَالأَعلـٰمِ,ومن ءايـٰته الجوار فى البحر كالاعلـٰم
42:33,إِن يَشَأ يُسكِنِ الرّيحَ فَيَظلَلنَ رَواكِدَ عَلىٰ ظَهرِهِ ۚ إِنَّ فى ذٰلِكَ لَـٔايـٰتٍ لِكُلِّ صَبّارٍ شَكورٍ,ان يشا يسكن الريح فيظللن رواكد علىٰ ظهره ۚ ان فى ذٰلك لـٔايـٰت لكل صبار شكور
42:34,أَو يوبِقهُنَّ بِما كَسَبوا وَيَعفُ عَن كَثيرٍ,او يوبقهن بما كسبوا ويعف عن كثير
42:35,وَيَعلَمَ الَّذينَ يُجـٰدِلونَ فى ءايـٰتِنا ما لَهُم مِن مَحيصٍ,ويعلم الذين يجـٰدلون فى ءايـٰتنا ما لهم من محيص
42:36,فَما أوتيتُم مِن شَىءٍ فَمَتـٰعُ الحَيوٰةِ الدُّنيا ۖ وَما عِندَ اللَّهِ خَيرٌ وَأَبقىٰ لِلَّذينَ ءامَنوا وَعَلىٰ رَبِّهِم يَتَوَكَّلونَ,فما اوتيتم من شىء فمتـٰع الحيوٰة الدنيا ۖ وما عند الله خير وابقىٰ للذين ءامنوا وعلىٰ ربهم يتوكلون
42:37,وَالَّذينَ يَجتَنِبونَ كَبـٰئِرَ الإِثمِ وَالفَوٰحِشَ وَإِذا ما غَضِبوا هُم يَغفِرونَ,والذين يجتنبون كبـٰئر الاثم والفوٰحش واذا ما غضبوا هم يغفرون
42:38,وَالَّذينَ استَجابوا لِرَبِّهِم وَأَقامُوا الصَّلوٰةَ وَأَمرُهُم شورىٰ بَينَهُم وَمِمّا رَزَقنـٰهُم يُنفِقونَ,والذين استجابوا لربهم واقاموا الصلوٰة وامرهم شورىٰ بينهم ومما رزقنـٰهم ينفقون
42:39,وَالَّذينَ إِذا أَصابَهُمُ البَغىُ هُم يَنتَصِرونَ,والذين اذا اصابهم البغى هم ينتصرون
42:40,وَجَزٰؤُا۟ سَيِّئَةٍ سَيِّئَةٌ مِثلُها ۖ فَمَن عَفا وَأَصلَحَ فَأَجرُهُ عَلَى اللَّهِ ۚ إِنَّهُ لا يُحِبُّ الظّـٰلِمينَ,وجزٰؤا۟ سيئة سيئة مثلها ۖ فمن عفا واصلح فاجره على الله ۚ انه لا يحب الظـٰلمين
42:41,وَلَمَنِ انتَصَرَ بَعدَ ظُلمِهِ فَأُولـٰئِكَ ما عَلَيهِم مِن سَبيلٍ,ولمن انتصر بعد ظلمه فاولـٰئك ما عليهم من سبيل
42:42,إِنَّمَا السَّبيلُ عَلَى الَّذينَ يَظلِمونَ النّاسَ وَيَبغونَ فِى الأَرضِ بِغَيرِ الحَقِّ ۚ أُولـٰئِكَ لَهُم عَذابٌ أَليمٌ,انما السبيل على الذين يظلمون الناس ويبغون فى الارض بغير الحق ۚ اولـٰئك لهم عذاب اليم
42:43,وَلَمَن صَبَرَ وَغَفَرَ إِنَّ ذٰلِكَ لَمِن عَزمِ الأُمورِ,ولمن صبر وغفر ان ذٰلك لمن عزم الامور
42:44,وَمَن يُضلِلِ اللَّهُ فَما لَهُ مِن وَلِىٍّ مِن بَعدِهِ ۗ وَتَرَى الظّـٰلِمينَ لَمّا رَأَوُا العَذابَ يَقولونَ هَل إِلىٰ مَرَدٍّ مِن سَبيلٍ,ومن يضلل الله فما له من ولى من بعده ۗ وترى الظـٰلمين لما راوا العذاب يقولون هل الىٰ مرد من سبيل
42:45,وَتَرىٰهُم يُعرَضونَ عَلَيها خـٰشِعينَ مِنَ الذُّلِّ يَنظُرونَ مِن طَرفٍ خَفِىٍّ ۗ وَقالَ الَّذينَ ءامَنوا إِنَّ الخـٰسِرينَ الَّذينَ خَسِروا أَنفُسَهُم وَأَهليهِم يَومَ القِيـٰمَةِ ۗ أَلا إِنَّ الظّـٰلِمينَ فى عَذابٍ مُقيمٍ,وترىٰهم يعرضون عليها خـٰشعين من الذل ينظرون من طرف خفى ۗ وقال الذين ءامنوا ان الخـٰسرين الذين خسروا انفسهم واهليهم يوم القيـٰمة ۗ الا ان الظـٰلمين فى عذاب مقيم
42:46,وَما كانَ لَهُم مِن أَولِياءَ يَنصُرونَهُم مِن دونِ اللَّهِ ۗ وَمَن يُضلِلِ اللَّهُ فَما لَهُ مِن سَبيلٍ,وما كان لهم من اولياء ينصرونهم من دون الله ۗ ومن يضلل الله فما له من سبيل
42:47,استَجيبوا لِرَبِّكُم مِن قَبلِ أَن يَأتِىَ يَومٌ لا مَرَدَّ لَهُ مِنَ اللَّهِ ۚ ما لَكُم مِن مَلجَإٍ يَومَئِذٍ وَما لَكُم مِن نَكيرٍ,استجيبوا لربكم من قبل ان ياتى يوم لا مرد له من الله ۚ ما لكم من ملجا يومئذ وما لكم من نكير
42:48,فَإِن أَعرَضوا فَما أَرسَلنـٰكَ عَلَيهِم حَفيظًا ۖ إِن عَلَيكَ إِلَّا البَلـٰغُ ۗ وَإِنّا إِذا أَذَقنَا الإِنسـٰنَ مِنّا رَحمَةً فَرِحَ بِها ۖ وَإِن تُصِبهُم سَيِّئَةٌ بِما قَدَّمَت أَيديهِم فَإِنَّ الإِنسـٰنَ كَفورٌ,فان اعرضوا فما ارسلنـٰك عليهم حفيظا ۖ ان عليك الا البلـٰغ ۗ وانا اذا اذقنا الانسـٰن منا رحمة فرح بها ۖ وان تصبهم سيئة بما قدمت ايديهم فان الانسـٰن كفور
42:49,لِلَّهِ مُلكُ السَّمـٰوٰتِ وَالأَرضِ ۚ يَخلُقُ ما يَشاءُ ۚ يَهَبُ لِمَن يَشاءُ إِنـٰثًا وَيَهَبُ لِمَن يَشاءُ الذُّكورَ,لله ملك السمـٰوٰت والارض ۚ يخلق ما يشاء ۚ يهب لمن يشاء انـٰثا ويهب لمن يشاء الذكور
42:50,أَو يُزَوِّجُهُم ذُكرانًا وَإِنـٰثًا ۖ وَيَجعَلُ مَن يَشاءُ عَقيمًا ۚ إِنَّهُ عَليمٌ قَديرٌ,او يزوجهم ذكرانا وانـٰثا ۖ ويجعل من يشاء عقيما ۚ انه عليم قدير
42:51,وَما كانَ لِبَشَرٍ أَن يُكَلِّمَهُ اللَّهُ إِلّا وَحيًا أَو مِن وَرائِ حِجابٍ أَو يُرسِلَ رَسولًا فَيوحِىَ بِإِذنِهِ ما يَشاءُ ۚ إِنَّهُ عَلِىٌّ حَكيمٌ,وما كان لبشر ان يكلمه الله الا وحيا او من ورائ حجاب او يرسل رسولا فيوحى باذنه ما يشاء ۚ انه على حكيم
42:52,وَكَذٰلِكَ أَوحَينا إِلَيكَ روحًا مِن أَمرِنا ۚ ما كُنتَ تَدرى مَا الكِتـٰبُ وَلَا الإيمـٰنُ وَلـٰكِن جَعَلنـٰهُ نورًا نَهدى بِهِ مَن نَشاءُ مِن عِبادِنا ۚ وَإِنَّكَ لَتَهدى إِلىٰ صِرٰطٍ مُستَقيمٍ,وكذٰلك اوحينا اليك روحا من امرنا ۚ ما كنت تدرى ما الكتـٰب ولا الايمـٰن ولـٰكن جعلنـٰه نورا نهدى به من نشاء من عبادنا ۚ وانك لتهدى الىٰ صرٰط مستقيم
42:53,صِرٰطِ اللَّهِ الَّذى لَهُ ما فِى السَّمـٰوٰتِ وَما فِى الأَرضِ ۗ أَلا إِلَى اللَّهِ تَصيرُ الأُمورُ,صرٰط الله الذى له ما فى السمـٰوٰت وما فى الارض ۗ الا الى الله تصير الامور
43:1,حم,حم
43:2,وَالكِتـٰبِ المُبينِ,والكتـٰب المبين
43:3,إِنّا جَعَلنـٰهُ قُرءٰنًا عَرَبِيًّا لَعَلَّكُم تَعقِلونَ,انا جعلنـٰه قرءٰنا عربيا لعلكم تعقلون
43:4,وَإِنَّهُ فى أُمِّ الكِتـٰبِ لَدَينا لَعَلِىٌّ حَكيمٌ,وانه فى ام الكتـٰب لدينا لعلى حكيم
43:5,أَفَنَضرِبُ عَنكُمُ الذِّكرَ صَفحًا أَن كُنتُم قَومًا مُسرِفينَ,افنضرب عنكم الذكر صفحا ان كنتم قوما مسرفين
43:6,وَكَم أَرسَلنا مِن نَبِىٍّ فِى الأَوَّلينَ,وكم ارسلنا من نبى فى الاولين
43:7,وَما يَأتيهِم مِن نَبِىٍّ إِلّا كانوا بِهِ يَستَهزِءونَ,وما ياتيهم من نبى الا كانوا به يستهزءون
43:8,فَأَهلَكنا أَشَدَّ مِنهُم بَطشًا وَمَضىٰ مَثَلُ الأَوَّلينَ,فاهلكنا اشد منهم بطشا ومضىٰ مثل الاولين
43:9,وَلَئِن سَأَلتَهُم مَن خَلَقَ السَّمـٰوٰتِ وَالأَرضَ لَيَقولُنَّ خَلَقَهُنَّ العَزيزُ العَليمُ,ولئن سالتهم من خلق السمـٰوٰت والارض ليقولن خلقهن العزيز العليم
43:10,الَّذى جَعَلَ لَكُمُ الأَرضَ مَهدًا وَجَعَلَ لَكُم فيها سُبُلًا لَعَلَّكُم تَهتَدونَ,الذى جعل لكم الارض مهدا وجعل لكم فيها سبلا لعلكم تهتدون
43:11,وَالَّذى نَزَّلَ مِنَ السَّماءِ ماءً بِقَدَرٍ فَأَنشَرنا بِهِ بَلدَةً مَيتًا ۚ كَذٰلِكَ تُخرَجونَ,والذى نزل من السماء ماء بقدر فانشرنا به بلدة ميتا ۚ كذٰلك تخرجون
43:12,وَالَّذى خَلَقَ الأَزوٰجَ كُلَّها وَجَعَلَ لَكُم مِنَ الفُلكِ وَالأَنعـٰمِ ما تَركَبونَ,والذى خلق الازوٰج كلها وجعل لكم من الفلك والانعـٰم ما تركبون
43:13,لِتَستَوۥا عَلىٰ ظُهورِهِ ثُمَّ تَذكُروا نِعمَةَ رَبِّكُم إِذَا استَوَيتُم عَلَيهِ وَتَقولوا سُبحـٰنَ الَّذى سَخَّرَ لَنا هـٰذا وَما كُنّا لَهُ مُقرِنينَ,لتستوۥا علىٰ ظهوره ثم تذكروا نعمة ربكم اذا استويتم عليه وتقولوا سبحـٰن الذى سخر لنا هـٰذا وما كنا له مقرنين
43:14,وَإِنّا إِلىٰ رَبِّنا لَمُنقَلِبونَ,وانا الىٰ ربنا لمنقلبون
43:15,وَجَعَلوا لَهُ مِن عِبادِهِ جُزءًا ۚ إِنَّ الإِنسـٰنَ لَكَفورٌ مُبينٌ,وجعلوا له من عباده جزءا ۚ ان الانسـٰن لكفور مبين
43:16,أَمِ اتَّخَذَ مِمّا يَخلُقُ بَناتٍ وَأَصفىٰكُم بِالبَنينَ,ام اتخذ مما يخلق بنات واصفىٰكم بالبنين
43:17,وَإِذا بُشِّرَ أَحَدُهُم بِما ضَرَبَ لِلرَّحمـٰنِ مَثَلًا ظَلَّ وَجهُهُ مُسوَدًّا وَهُوَ كَظيمٌ,واذا بشر احدهم بما ضرب للرحمـٰن مثلا ظل وجهه مسودا وهو كظيم
43:18,أَوَمَن يُنَشَّؤُا۟ فِى الحِليَةِ وَهُوَ فِى الخِصامِ غَيرُ مُبينٍ,اومن ينشؤا۟ فى الحلية وهو فى الخصام غير مبين
43:19,وَجَعَلُوا المَلـٰئِكَةَ الَّذينَ هُم عِبـٰدُ الرَّحمـٰنِ إِنـٰثًا ۚ أَشَهِدوا خَلقَهُم ۚ سَتُكتَبُ شَهـٰدَتُهُم وَيُسـَٔلونَ,وجعلوا الملـٰئكة الذين هم عبـٰد الرحمـٰن انـٰثا ۚ اشهدوا خلقهم ۚ ستكتب شهـٰدتهم ويسـٔلون
43:20,وَقالوا لَو شاءَ الرَّحمـٰنُ ما عَبَدنـٰهُم ۗ ما لَهُم بِذٰلِكَ مِن عِلمٍ ۖ إِن هُم إِلّا يَخرُصونَ,وقالوا لو شاء الرحمـٰن ما عبدنـٰهم ۗ ما لهم بذٰلك من علم ۖ ان هم الا يخرصون
43:21,أَم ءاتَينـٰهُم كِتـٰبًا مِن قَبلِهِ فَهُم بِهِ مُستَمسِكونَ,ام ءاتينـٰهم كتـٰبا من قبله فهم به مستمسكون
43:22,بَل قالوا إِنّا وَجَدنا ءاباءَنا عَلىٰ أُمَّةٍ وَإِنّا عَلىٰ ءاثـٰرِهِم مُهتَدونَ,بل قالوا انا وجدنا ءاباءنا علىٰ امة وانا علىٰ ءاثـٰرهم مهتدون
43:23,وَكَذٰلِكَ ما أَرسَلنا مِن قَبلِكَ فى قَريَةٍ مِن نَذيرٍ إِلّا قالَ مُترَفوها إِنّا وَجَدنا ءاباءَنا عَلىٰ أُمَّةٍ وَإِنّا عَلىٰ ءاثـٰرِهِم مُقتَدونَ,وكذٰلك ما ارسلنا من قبلك فى قرية من نذير الا قال مترفوها انا وجدنا ءاباءنا علىٰ امة وانا علىٰ ءاثـٰرهم مقتدون
43:24,قـٰلَ أَوَلَو جِئتُكُم بِأَهدىٰ مِمّا وَجَدتُم عَلَيهِ ءاباءَكُم ۖ قالوا إِنّا بِما أُرسِلتُم بِهِ كـٰفِرونَ,قـٰل اولو جئتكم باهدىٰ مما وجدتم عليه ءاباءكم ۖ قالوا انا بما ارسلتم به كـٰفرون
43:25,فَانتَقَمنا مِنهُم ۖ فَانظُر كَيفَ كانَ عـٰقِبَةُ المُكَذِّبينَ,فانتقمنا منهم ۖ فانظر كيف كان عـٰقبة المكذبين
43:26,وَإِذ قالَ إِبرٰهيمُ لِأَبيهِ وَقَومِهِ إِنَّنى بَراءٌ مِمّا تَعبُدونَ,واذ قال ابرٰهيم لابيه وقومه اننى براء مما تعبدون
43:27,إِلَّا الَّذى فَطَرَنى فَإِنَّهُ سَيَهدينِ,الا الذى فطرنى فانه سيهدين
43:28,وَجَعَلَها كَلِمَةً باقِيَةً فى عَقِبِهِ لَعَلَّهُم يَرجِعونَ,وجعلها كلمة باقية فى عقبه لعلهم يرجعون
43:29,بَل مَتَّعتُ هـٰؤُلاءِ وَءاباءَهُم حَتّىٰ جاءَهُمُ الحَقُّ وَرَسولٌ مُبينٌ,بل متعت هـٰؤلاء وءاباءهم حتىٰ جاءهم الحق ورسول مبين
43:30,وَلَمّا جاءَهُمُ الحَقُّ قالوا هـٰذا سِحرٌ وَإِنّا بِهِ كـٰفِرونَ,ولما جاءهم الحق قالوا هـٰذا سحر وانا به كـٰفرون
43:31,وَقالوا لَولا نُزِّلَ هـٰذَا القُرءانُ عَلىٰ رَجُلٍ مِنَ القَريَتَينِ عَظيمٍ,وقالوا لولا نزل هـٰذا القرءان علىٰ رجل من القريتين عظيم
43:32,أَهُم يَقسِمونَ رَحمَتَ رَبِّكَ ۚ نَحنُ قَسَمنا بَينَهُم مَعيشَتَهُم فِى الحَيوٰةِ الدُّنيا ۚ وَرَفَعنا بَعضَهُم فَوقَ بَعضٍ دَرَجـٰتٍ لِيَتَّخِذَ بَعضُهُم بَعضًا سُخرِيًّا ۗ وَرَحمَتُ رَبِّكَ خَيرٌ مِمّا يَجمَعونَ,اهم يقسمون رحمت ربك ۚ نحن قسمنا بينهم معيشتهم فى الحيوٰة الدنيا ۚ ورفعنا بعضهم فوق بعض درجـٰت ليتخذ بعضهم بعضا سخريا ۗ ورحمت ربك خير مما يجمعون
43:33,وَلَولا أَن يَكونَ النّاسُ أُمَّةً وٰحِدَةً لَجَعَلنا لِمَن يَكفُرُ بِالرَّحمـٰنِ لِبُيوتِهِم سُقُفًا مِن فِضَّةٍ وَمَعارِجَ عَلَيها يَظهَرونَ,ولولا ان يكون الناس امة وٰحدة لجعلنا لمن يكفر بالرحمـٰن لبيوتهم سقفا من فضة ومعارج عليها يظهرون
43:34,وَلِبُيوتِهِم أَبوٰبًا وَسُرُرًا عَلَيها يَتَّكِـٔونَ,ولبيوتهم ابوٰبا وسررا عليها يتكـٔون
43:35,وَزُخرُفًا ۚ وَإِن كُلُّ ذٰلِكَ لَمّا مَتـٰعُ الحَيوٰةِ الدُّنيا ۚ وَالـٔاخِرَةُ عِندَ رَبِّكَ لِلمُتَّقينَ,وزخرفا ۚ وان كل ذٰلك لما متـٰع الحيوٰة الدنيا ۚ والـٔاخرة عند ربك للمتقين
43:36,وَمَن يَعشُ عَن ذِكرِ الرَّحمـٰنِ نُقَيِّض لَهُ شَيطـٰنًا فَهُوَ لَهُ قَرينٌ,ومن يعش عن ذكر الرحمـٰن نقيض له شيطـٰنا فهو له قرين
43:37,وَإِنَّهُم لَيَصُدّونَهُم عَنِ السَّبيلِ وَيَحسَبونَ أَنَّهُم مُهتَدونَ,وانهم ليصدونهم عن السبيل ويحسبون انهم مهتدون
43:38,حَتّىٰ إِذا جاءَنا قالَ يـٰلَيتَ بَينى وَبَينَكَ بُعدَ المَشرِقَينِ فَبِئسَ القَرينُ,حتىٰ اذا جاءنا قال يـٰليت بينى وبينك بعد المشرقين فبئس القرين
43:39,وَلَن يَنفَعَكُمُ اليَومَ إِذ ظَلَمتُم أَنَّكُم فِى العَذابِ مُشتَرِكونَ,ولن ينفعكم اليوم اذ ظلمتم انكم فى العذاب مشتركون
43:40,أَفَأَنتَ تُسمِعُ الصُّمَّ أَو تَهدِى العُمىَ وَمَن كانَ فى ضَلـٰلٍ مُبينٍ,افانت تسمع الصم او تهدى العمى ومن كان فى ضلـٰل مبين
43:41,فَإِمّا نَذهَبَنَّ بِكَ فَإِنّا مِنهُم مُنتَقِمونَ,فاما نذهبن بك فانا منهم منتقمون
43:42,أَو نُرِيَنَّكَ الَّذى وَعَدنـٰهُم فَإِنّا عَلَيهِم مُقتَدِرونَ,او نرينك الذى وعدنـٰهم فانا عليهم مقتدرون
43:43,فَاستَمسِك بِالَّذى أوحِىَ إِلَيكَ ۖ إِنَّكَ عَلىٰ صِرٰطٍ مُستَقيمٍ,فاستمسك بالذى اوحى اليك ۖ انك علىٰ صرٰط مستقيم
43:44,وَإِنَّهُ لَذِكرٌ لَكَ وَلِقَومِكَ ۖ وَسَوفَ تُسـَٔلونَ,وانه لذكر لك ولقومك ۖ وسوف تسـٔلون
43:45,وَسـَٔل مَن أَرسَلنا مِن قَبلِكَ مِن رُسُلِنا أَجَعَلنا مِن دونِ الرَّحمـٰنِ ءالِهَةً يُعبَدونَ,وسـٔل من ارسلنا من قبلك من رسلنا اجعلنا من دون الرحمـٰن ءالهة يعبدون
43:46,وَلَقَد أَرسَلنا موسىٰ بِـٔايـٰتِنا إِلىٰ فِرعَونَ وَمَلَإِي۟هِ فَقالَ إِنّى رَسولُ رَبِّ العـٰلَمينَ,ولقد ارسلنا موسىٰ بـٔايـٰتنا الىٰ فرعون وملاي۟ه فقال انى رسول رب العـٰلمين
43:47,فَلَمّا جاءَهُم بِـٔايـٰتِنا إِذا هُم مِنها يَضحَكونَ,فلما جاءهم بـٔايـٰتنا اذا هم منها يضحكون
43:48,وَما نُريهِم مِن ءايَةٍ إِلّا هِىَ أَكبَرُ مِن أُختِها ۖ وَأَخَذنـٰهُم بِالعَذابِ لَعَلَّهُم يَرجِعونَ,وما نريهم من ءاية الا هى اكبر من اختها ۖ واخذنـٰهم بالعذاب لعلهم يرجعون
43:49,وَقالوا يـٰأَيُّهَ السّاحِرُ ادعُ لَنا رَبَّكَ بِما عَهِدَ عِندَكَ إِنَّنا لَمُهتَدونَ,وقالوا يـٰايه الساحر ادع لنا ربك بما عهد عندك اننا لمهتدون
